Kategorie,Titel,Eingangsbereich-rollstuhlgerecht,Personenaufzug-rollstuhlgerecht,Personenaufzug-vorhanden,Toilette-rollstuhlgerecht,Strasse,PLZ,Ort,Oeffnungszeiten,Longitude,Latitude,Parkplatz-vorhanden,Parkplatz-vor-Einrichtung-vorhanden,Anzahl-Behindertenparkplaetze-v-Einrichtung,Hauseigener-Parkplatz-vorhanden,Anzahl-Behindertenparkplaetze-auf-hauseigenem-Parkplatz,Ort-hauseigener-Parkplatz,Stufen-bis-Eingang-vorhanden,Anzahl-der-Stufen-bis-Eingang,Hoehe-einer-Stufe-bis-Eingang-cm,Eingang-Handlauf-durchgehend-links-vorhanden,Eingang-Handlauf-durchgehend-rechts-vorhanden,Eingang-Farbliche-Markierung-erste-u-letzte-Stufe-vorhanden,Alternativer-Eingang-fuer-Rollstuhlfahrer-vorhanden,Ort-alternativer-Eingang-fuer-Rollstuhlfahrer,Rampe-vor-Eingang-vorhanden,Laenge-der-Rampe-cm,Hoehe-der-Rampe-cm,Breite-der-Rampe-cm,Rampe-Handlauf-durchgehend-links-vorhanden,Rampe-Handlauf-durchgehend-rechts-vorhanden,Rampe-Farbliche-Markierung-an-Beginn-u-Ende-der-Rampe-vorhanden,Eingang-Klingel-vorhanden,Eingang-Ort-der-Klingel,Eingang-Klingel-mit-Wechselsprechanlage-vorhanden,Eingang-Hoehe-oberster-Bedienknopf-von-Klingel-cm,Kleinste-Tuerbreite-bis-Erreichen-der-Einrichtung-cm,Tuerart-am-Eingang-Automatische-Tuer,Tuerart-am-Eingang-Halbautomatische-Tuer,Tuerart-am-Eingang-Drehtuer,Tuerart-am-Eingang-Schiebetuer,Tuerart-am-Eingang-Drehfluegeltuer,Tuerart-am-Eingang-Pendeltuer,Tuerart-am-Eingang-andere-Tuerart,Aufzug-in-der-Einrichtung-vorhanden,Anzahl-der-Stufen-bis-Aufzug-in-der-Einrichtung,Aufzug-Tuerbreite-cm,Stufen-bis-Aufzug-in-der-Einrichtung-vorhanden,Aufzug-Breite-Innenkabine-cm,Aufzug-Tiefe-Innenkabine-cm,Aufzug-Hoehe-oberster-Bedienknopf-in-Innenkabine-cm,Aufzug-Hoehe-oberster-Bedienknopf-außerhalb-cm,Aufzug-Ort-Aufenthaltsort-Aufzugsberechtigter,Toilette-in-der-Einrichtung-vorhanden,Toilette-mit-Piktogramm-als-Behindertentoilette-gekennzeichnet,Stufen-bis-Toilette-in-Einrichtung-vorhanden,Anzahl-Stufen-bis-Toilette-in-Einrichtung,Hoehe-der-Stufen-bis-Toilette-in-Einrichtung-cm,Stufen-bis-Toilette:-Handlauf-durchgehend-links-vorhanden,Stufen-bis-Toilette:-Handlauf-durchgehend-rechts-vorhanden,Stufen-bis-Toilette-Farbliche-Markierung-erste-u-letzte-Stufe,Tuerbreite-der-Toilettenkabine-cm,ToilettenTuer-von-außen-entriegelbar,Notklingel-in-Toilettenkabine-vorhanden,Hoehe-Notklingel-in-Toilettenkabine,Bewegungsflaeche-vor-WC-Tiefe-cm,Bewegungsflaeche-vor-WC-Breite-cm,Bewegungsflaeche-links-vom-WC:-Tiefe-cm,Bewegungsflaeche-links-vom-WC:-Breite-cm,Bewegungsflaeche-rechts-vom-WC:-Tiefe-cm,Bewegungsflaeche-rechts-vom-WC:-Breite-cm,Aktivierung-Amatur-Waschbecken-Toilettenkabine-mit-Fotozelle,Aktivierung-Amatur-Waschbecken-Toilettenkabine-mit-Hebelarm,Besondere-Hilfestellungen-f-Menschen-m-Hoerbehinderung-vorhanden,Besondere-Hilfestellungen-f-Menschen-m-Seebhind-Blinde-vorhanden,Allgemeine-Hilfestellungen-vor-Ort-vorhanden,Beschreibung-Hilfestellungen-vor-Ort,,,,,,,
Gastwirtschaft,Radisson Blu Hotel Leipzig,vollständig,nein,nein,teilweise,Augustusplatz 5 - 6,4109,Leipzig,,12.38236,51.33831,ja,ja,0,ja,0,,nein,0,0,nein,nein,nein,ja,Verlangsamung der Drehflügeltür durch Knopfdruck,nein,0,0,0,nein,nein,nein,nein,,nein,0,95,nein,nein,ja,nein,nein,nein,nein,ja,0,85,nein,130,165,88,88,,ja,nein,nein,0,0,nein,nein,nein,106,ja,ja,8,165,215,57,12,57,183,nein,ja,nein,ja,ja,"sep. Beh.-Lift (s.Angaben) mit Sprachansage ; Gästelift mit Brailleschrift; drei DZ mit unterfahrbarem Waschtisch, befahrbarer Dusche mit Sitz,  WC(s.Angaben); spez. Speisenzubereitung; Beh.-WC im Rest.-bereich (Tür 94, re 97, li 62, davor 248 x 148)",,,,,,,
Gastwirtschaft,Restaurant Michelangelo,vollständig,ja,nein,teilweise,Seehausener Str. 29,4158,Leipzig,"Mo bis Sa: 18-24 Uhr, So: geschlossen",12.3818298,51.3949801,ja,nein,0,ja,0,,nein,0,0,nein,nein,nein,nein,,nein,0,0,0,nein,nein,nein,nein,,nein,0,120,nein,nein,nein,nein,ja,nein,nein,ja,0,90,nein,109,140,85,107,,ja,ja,nein,0,0,nein,nein,nein,94,ja,ja,85,166,134,65,25,43,114,nein,ja,nein,nein,ja,"Hilfe durch Hotelpersonal möglich.Beh.-Wc im Haus 1 im Keller und 1. OG (s. Maße)
1 Zweibettzimmer für Rollstuhlfahrer im Haus 2",,,,,,,
Gastwirtschaft,Seaside Park Hotel Leipzig - Hotelrestaurant,teilweise,ja,nein,nein,Richard-Wagner-Str. 7,4109,Leipzig,durchgängig,12.3784542,51.343344,ja,ja,0,ja,0,Parkhaus,ja,0,0,nein,nein,nein,ja,links neben Haupteingang,ja,160,18,120,nein,nein,nein,ja,am Hhaupteingang,ja,75,120,nein,nein,nein,nein,ja,ja,nein,ja,0,90,nein,110,140,77,77,,ja,ja,nein,0,0,nein,nein,nein,90,ja,ja,20,80,180,65,44,65,93,nein,ja,nein,ja,ja,"Speisekarte in Großschrift,
separater Nichtraucherbereich",,,,,,,
Gastwirtschaft,The Westin Leipzig,vollständig,nein,ja,teilweise,Gerberstr. 15,4105,Leipzig,durchgehend,12.3755215,51.3466704,ja,nein,0,ja,0,vor und hinter dem Hotel,nein,1,9,nein,nein,nein,ja,,ja,100,9,109,nein,nein,nein,nein,,nein,0,90,ja,nein,ja,nein,nein,nein,nein,ja,0,120,nein,220,128,157,145,,ja,ja,nein,0,0,nein,nein,nein,84,ja,ja,2,100,220,41,22,41,161,nein,ja,nein,ja,ja,Zwei 2-Bett-Zi.  mit befahrbarer Dusche ohne Duschsitz, Auflademöglichkeit für E-Rollstühle und Rollstuhlausleihe im Haus, Ärztliche Hilfe möglich, Federbetten können bei Bedarf für Allergiker ausgetauscht werden, Blindenführh. Erlaubt,,,
Gastwirtschaft,Victor`s Residenz-Hotel Leipzig,vollständig,nein,ja,teilweise,Georgiring 13,4103,Leipzig,,12.3837297,51.3435792,ja,ja,0,ja,1,Tiefgarage und Freifläche,nein,,,nein,nein,nein,nein,,nein,0,0,0,nein,nein,nein,nein,,nein,0,180,ja,nein,nein,nein,nein,nein,nein,ja,0,90,nein,110,220,148,106,,ja,ja,nein,0,0,nein,nein,nein,93,ja,nein,0,200,150,52,62,52,72,nein,ja,nein,nein,ja,"Biergarten im Innenhof, DZ mit zwei Pflegebetten (höhenverstellbar)",,,,,,,
Gastwirtschaft,Villers Restaurant,vollständig,nein,ja,teilweise,Tröndlinring 8 - EG,4105,Leipzig,,12.37304,51.34472,nein,nein,,nein,0,,nein,0,0,nein,nein,nein,nein,,nein,0,0,0,nein,nein,nein,nein,,nein,0,90,ja,nein,nein,nein,ja,nein,nein,ja,0,103,nein,130,137,137,106,,ja,ja,nein,0,0,nein,nein,nein,94,ja,ja,80,190,190,55,14,55,130,nein,ja,nein,nein,ja,"Türen werden vom Hotelpersonal geöffnet,
Spezielles Speisenangebot für Diabetiker, Vegetarier, Stoffwechselerkrankte usw.",,,,,,,
Gastwirtschaft,Zum Pferdestall,teilweise,nein,ja,nein,Kastanienweg 11,4178,Leipzig Burghausen-Rückmarsdorf,"Mo bis Fr: 17-24 Uhr, Sa und So: 12-24 Uhr",12.27185,51.34486,ja,ja,0,ja,0,,nein,0,0,nein,nein,nein,ja,,ja,430,50,160,nein,nein,nein,nein,,nein,0,110,nein,nein,nein,nein,ja,nein,nein,ja,0,104,nein,104,104,145,110,Rezeption,nein,nein,ja,0,0,nein,nein,nein,0,nein,nein,0,0,0,0,0,0,0,nein,nein,nein,nein,ja,Hilfe an der Rezeption möglich.,,,,,,,
Gastwirtschaft,Burger King,vollständig,nein,nein,teilweise,Markt 4 ,4109,Leipzig,"So - Mi 9.00 - 3.00 Uhr;
Do 9.00 - 4.00 Uhr
Fr, Sa  9.00 - 6.00 Uhr",12.375108,51.3402671,nein,nein,0,nein,0,,nein,0,0,nein,nein,nein,nein,,nein,0,0,0,nein,nein,nein,nein,,nein,0,125,nein,nein,nein,nein,ja,nein,nein,nein,0,0,nein,0,0,0,0,,ja,nein,nein,0,0,nein,nein,nein,94,ja,ja,5,150,160,50,20,50,94,nein,ja,nein,ja,nein,"Blindenführhund kann mitgebracht werden;
Babywickeltisch in der Behindertentoilette",,,,,,,
Gastwirtschaft,Burger King / Segafredo Espressobar im Hauptbahnhof-Osthalle,vollständig,nein,nein,vollständig,Willy-Brandt-Platz 5 - Ebene 0 - neben Reisezentrum,4109,Leipzig,"So - Do  8.00 - 23.00 Uhr;
Fr, Sa  8.00 - 0.00 Uhr;",12.3634475,51.3383504,ja,ja,2,ja,5,Parkdeck,nein,0,0,nein,nein,nein,nein,,nein,0,0,0,nein,nein,nein,nein,,nein,0,120,nein,nein,nein,nein,ja,nein,nein,nein,0,0,nein,0,0,0,0,,ja,ja,nein,0,0,nein,nein,nein,94,ja,ja,10,145,200,70,133,70,110,nein,ja,nein,nein,ja,Schlüssel für Behinderten-WC am Tresen erfragen,,,,,,,
Gastwirtschaft,Mc Donald`s Leipzig,vollständig,nein,nein,teilweise,Petersstr. 14,4109,Leipzig,"Montag	08:00 - 01:30 Uhr
Dienstag	08:00 - 01:30 Uhr
Mittwoch	08:00 - 01:30 Uhr
Donnerstag	08:00 - 01:30 Uhr
Freitag	08:00 - 05:00 Uhr
Samstag	08:00 - 05:00 Uhr
Sonntag	09:00 - 01:00 Uhr",12.3743229,51.3391635,nein,nein,0,nein,0,,nein,0,0,nein,nein,nein,nein,,nein,0,0,0,nein,nein,nein,nein,,nein,0,100,nein,nein,nein,nein,ja,nein,nein,nein,0,0,nein,0,0,0,0,,ja,ja,nein,0,0,nein,nein,nein,90,ja,nein,0,100,100,100,100,100,100,nein,ja,nein,nein,ja,"im Eingangsbereich zwei hintereinanderliegende Türen,
jederzeit Ansprechpartner vorhanden,
1. OG für Rollstuhlfahrer nicht erreichbar",,,,,,,
Gastwirtschaft,A&O HOTEL and HOSTEL Leipzig GmbH,vollständig,ja,nein,teilweise,Brandenburger Str. 2,4103,Leipzig,Rezeption ganztägig besetzt,12.3856004,51.3445339,ja,nein,0,ja,2,im Hof,ja,6,14,ja,ja,nein,ja,Schräge im Hof bis zum Aufzug,,ja,3500,220,100,nein,nein,nein,ja,rechts neben Haupteingang,nein,109,90,ja,nein,nein,nein,nein,nein,nein,ja,0,90,nein,110,210,80,85,mit Codecarte zu benutzen,ja,nein,nein,0,0,nein,nein,nein,93,ja,ja,10,140,180,53,20,53,102,nein,ja,nein,ja,ja,"Rollstuhlfahrer bitte per Klingel rechts neben Haupteingang melden; Blindenführhund erlaubt;
1 DZ mit rechtsanfahrbarem und 1 DZ mit linksanfahrbarem WC (s. Angaben) und ebenerdiger Dusche mit Duschsitz; Betten unterfahrbar mit Lift; Betthöhe 40 cm;",,,,,,
Gastwirtschaft,Atlanta Hotel International Leipzig,vollständig,nein,ja,nein,Südring 21 ,4416,Leipzig / Wachau,,12.42834,51.28147,ja,ja,1,nein,,,nein,0,0,nein,nein,nein,ja,hinterer Hoteleingang vom Parkplatz mit automatischer Tür,,nein,0,0,0,nein,nein,nein,nein,,nein,0,91,nein,nein,ja,nein,nein,nein,nein,ja,0,85,nein,107,138,104,110,,ja,ja,nein,0,0,nein,nein,nein,84,ja,ja,50,82,213,57,64,57,12,nein,ja,nein,nein,ja,"Zi. 118 ( DZ) mit  verschiebbaren Betten , Bettenhöhe 48 bzw. 44 cm, Notruf, Dusche befahrbar 145x195 cm mit Duschstuhl, WC(s. WC-Maße), rechts-anfahrb. Beh.-WC im Restaurantbereich (EG)",,,,,,
Gastwirtschaft,Balance Hotel Leipzig Alte Messe,teilweise,nein,ja,teilweise,Breslauer Str. 33 ,4299,Leipzig,durchgehend,12.41524,51.32136,ja,ja,0,ja,2,Tiefgarage,nein,3,10,nein,nein,nein,ja,durch Restauranteingang oder Tiefgarage.,nein,0,0,0,nein,nein,nein,nein,,nein,0,78,ja,nein,nein,nein,ja,nein,nein,ja,0,89,nein,92,215,85,110,,ja,ja,nein,0,0,nein,nein,nein,78,ja,ja,90,150,130,42,114,58,16,nein,ja,nein,ja,ja,"1 EZ für Rollstuhlfahrer mit verschiebbarem Bett, befahrbarer Dusche (160 x126 cm) und linksanfahrbarem WC (s. Angaben zum WC);
Blindenführhund kann mitgebracht werden",,,,,,,
Gastwirtschaft,Bavaria - Hotel,teilweise,nein,ja,nein,Otto-Lilienthal-Str. 6,6796,Brehna,durchgehend,12.19687,51.55184,ja,ja,2,nein,0,vor Eingang,nein,0,0,nein,nein,nein,nein,,nein,0,0,0,nein,nein,nein,ja,am Eingang,nein,103,82,ja,nein,nein,nein,nein,nein,nein,ja,0,90,nein,110,140,130,105,,ja,nein,nein,0,0,nein,nein,nein,85,ja,nein,0,170,140,60,45,60,30,nein,ja,nein,nein,ja,2 stufenlose EZ mit befahrbarer Dusche (70 x 100 cm und Duschsitz) und WC (s. Angaben zum WC), Notruf im Sanitärbereich,,,,,,
Gastwirtschaft,Belmondo Leipzig-Wiedemar,vollständig,nein,ja,teilweise,Junker Str. 1,4509,"Wiedemar, Kreis Delitzsch",,12.2102576,51.4718698,ja,nein,0,ja,2,ca 20 m vom Eingang,nein,0,0,nein,nein,nein,nein,,nein,0,0,0,nein,nein,nein,ja,im Windfang,nein,0,93,ja,nein,nein,nein,nein,nein,nein,ja,0,90,nein,105,205,118,110,,ja,ja,nein,0,0,nein,nein,nein,94,ja,nein,0,140,250,30,100,40,120,nein,ja,nein,nein,nein,"2 stufenlose DZ mit Notruf im Bad; Dusche 100 x 100 cm - ohne Duschsitz;
WC-Angaben zu diesen Zimmern;",,,,,,,
Gastwirtschaft,Fürstenhof Leipzig,vollständig,nein,ja,teilweise,Tröndlinring 8,4105,Leipzig,durchgehend,12.37304,51.34472,nein,nein,,nein,0,,nein,0,0,nein,nein,nein,nein,,nein,0,0,0,nein,nein,nein,nein,,nein,0,90,ja,nein,nein,nein,nein,ja,nein,ja,0,103,nein,130,137,137,106,,ja,nein,nein,0,0,nein,nein,nein,86,ja,ja,40,150,200,55,14,55,100,nein,ja,nein,nein,ja,"1 DZ für Rollstuhlfahrer mit Zugang zu 2. DZ;  WC-Angaben zum Zimmer, Duschplatz 130 x 150 cm mit Duschsitz; Schwimmbad über 1 - 3 Stufen erreichbar , kein Wasserlifter vorhanden; rechtsanf. Beh.-WC im EG (Tür 94cm, re 130cm, davor 150 x 150cm)",,,,,,,
Gastwirtschaft,Galerie Hotel Leipziger Hof,nein,nein,ja,nein,Hedwigstr. 1-3,4315,Leipzig,durchgehend,12.4031716,51.345913,ja,ja,0,ja,0,im Hof,nein,3,18,nein,nein,nein,ja,Hofeingang,ja,70,15,100,nein,nein,ja,ja,am Eingang,ja,130,90,nein,nein,nein,nein,ja,nein,nein,ja,0,90,nein,100,140,120,110,,ja,nein,nein,,,ja,nein,nein,61,ja,nein,0,50,61,50,20,50,20,nein,nein,nein,ja,ja,Blindenführhund kann für 3 €/Tag mitgebracht werden,,,,,,,
Gastwirtschaft,Gästehaus des Gustav-Adolf-Werkes,vollständig,ja,nein,teilweise,Pistorisstr. 6,4229,Leipzig,Zimmerreservierung bitte Mo - Fr 9.00 - 15.00 Uhr,12.34223,51.31638,ja,nein,0,ja,0,,nein,3,15,ja,ja,nein,ja,Schräge am Haus,ja,1120,45,120,ja,ja,nein,ja,,nein,0,93,nein,nein,nein,nein,ja,nein,nein,ja,0,90,nein,110,140,85,85,,ja,ja,nein,0,0,nein,nein,nein,93,ja,nein,0,130,150,66,15,66,107,nein,ja,nein,nein,ja,"Selbstversorgerhaus; ein schwellenloses EZ mit Dusche, Duschsitz, WC mit Haltegriff (s. Angaben zum WC);
Betthöhe 48 cm; Aufbettung möglich;",,,,,,,
Gastwirtschaft,Hotel im Sachsenpark,vollständig,nein,ja,teilweise,Walter-Köhn-Str. 3,4356,Leipzig,,12.40187,51.40016,ja,ja,5,ja,5,,nein,0,0,nein,nein,nein,ja,Drehflügeltür rechts neben Drehtür,ja,300,15,120,nein,nein,nein,nein,,nein,0,93,nein,nein,nein,nein,ja,nein,nein,ja,0,90,nein,105,140,117,105,,ja,nein,nein,0,0,nein,nein,nein,95,ja,ja,10,118,180,55,20,55,137,nein,ja,nein,nein,ja,"1 DZ-Nichtraucher und 1 DZ-Raucher jeweils mit rechtsanfahrbarem WC (s. Angaben), Dusche befahrbar mit Duschsitz; Betten 43 cm Matratzenhöhe, mit Lift unterfahrbar, Internetanschluss",,,,,,,
Gastwirtschaft,Leipzig Marriott Hotel,teilweise,ja,nein,teilweise,Am Hallischen Tor 1,4109,Leipzig,durchgehend,12.3770534,51.3433593,ja,nein,0,nein,,1. und 2. UG,nein,0,0,nein,nein,nein,ja,rechts neben Drehtür (auch Nachtzugang),,nein,0,0,0,nein,nein,nein,nein,,nein,0,82,nein,nein,ja,nein,ja,nein,nein,ja,0,90,nein,140,140,85,85,,ja,ja,nein,0,0,nein,nein,nein,93,ja,ja,10,150,150,70,120,70,20,nein,ja,nein,ja,ja,"Beh.-parkplätze in der Tiefgarage; 
5 Zimmer (Tür 82 cm) mit befahrbarer Dusche und links anfahrbarem WC (s. WC-Angaben) im dazugehörigen Sanitärbereich  (Durchgangsbreite vor dem Bad 108 cm); Beh.-WC im EG (Tür 90 cm , li 110 cm, davor 170 x 150 cm).",,,,,,
Gastwirtschaft,Markgraf,teilweise,nein,ja,nein,Körnerstr. 36,4107,Leipzig,durchgängig,12.3753197,51.3251414,ja,ja,0,ja,0,Tiefgarage,ja,1,13,nein,nein,nein,ja,mobile Rampe,ja,38,13,81,nein,nein,nein,nein,,nein,0,83,ja,nein,nein,nein,ja,nein,nein,ja,0,80,nein,110,90,140,110,,ja,nein,nein,0,0,nein,nein,nein,68,ja,nein,0,100,100,56,31,56,31,nein,ja,nein,nein,ja,"Zimmer mit Wanne oder Dusche, Einstiegshöhe zur Dusche 34 cm,
Wandhaltegriffe an den  Wannen und den Duschen,
WC-Angaben beziehen sich auf die Sanitärzellen der Zimmer",,,,,,,
Gastwirtschaft,Mercure Hotel am Johannisplatz,vollständig,nein,ja,teilweise,Stephanstr. 6,4103,Leipzig,durchgehend,12.3877856,51.3351309,ja,ja,0,ja,1,Tiefgarage,nein,0,0,nein,nein,nein,nein,,nein,0,0,0,nein,nein,nein,ja,am Eingang,ja,100,90,ja,nein,nein,nein,nein,nein,nein,ja,0,90,nein,95,200,118,104,,ja,ja,nein,0,0,nein,nein,nein,90,ja,ja,5,138,178,43,68,68,117,nein,ja,nein,ja,ja,"ein Doppelzimmer für Rollstuhlfahrer vorhanden,
Platz in der Tiefgarage kann angemietet werden;
Blindenführhund kann nach Absprache kostenfrei mitgebracht werden;
Tastatur im Aufzug mit Brailschrift;
Dusche befahrbar, 
Fernseher mit Radio",,,,,,,
Gastwirtschaft,Merseburger Hof,teilweise,nein,ja,teilweise,Merseburger Str. 107 - Ecke Hebelstr.,4177,Leipzig,,12.3273709,51.3374089,ja,nein,0,ja,0,,ja,1,6,nein,nein,nein,ja,Seiteneingang,nein,0,0,0,nein,nein,nein,nein,,nein,0,100,ja,nein,nein,nein,nein,nein,nein,ja,0,91,nein,110,145,122,102,,ja,nein,nein,0,0,nein,nein,nein,94,ja,nein,0,175,175,70,117,70,90,nein,ja,nein,ja,ja,3 stufenlose DZ  mit links-anfahrbarem WC, Blindenführhund kann mitgebracht werden,,,,,,
Gastwirtschaft,Michaelis - Hotel,vollständig,nein,ja,teilweise,Paul-Gruner-Str. 44,4107,Leipzig,durchgehend,12.3744019,51.3285764,ja,nein,0,ja,,Tiefgarage,nein,7,17,nein,nein,nein,ja,über Tiefgarage - 50 m links vom Haupteingang,nein,0,0,0,nein,nein,nein,ja,links neben der Eingangstür,nein,110,94,nein,nein,nein,nein,ja,nein,nein,ja,0,90,nein,100,150,95,95,,ja,ja,nein,0,0,nein,nein,nein,94,ja,nein,,126,350,70,20,70,200,nein,ja,nein,ja,ja,"Klingel links neben dem Eingang;
Aufzug mit taktilen Bedienelementen;
zwei Zimmer mit rechtsanfahrbarem WC, ein Zimmer  mit linksanfahrbarem WC;
befahrbare Duschen mit Haltegriffen;
Betthöhe 45 cm",,,,,,,
Gastwirtschaft,Motel One Leipzig,vollständig,ja,nein,teilweise,Nikolaistr. 23,4109,Leipzig,,12.3777961,51.3407896,ja,nein,0,ja,2,,nein,0,0,nein,nein,nein,nein,,nein,0,0,0,nein,nein,nein,nein,,nein,0,93,ja,nein,nein,nein,nein,nein,nein,ja,0,90,nein,110,210,100,90,,ja,nein,nein,0,0,nein,nein,nein,93,ja,ja,10,136,200,70,20,70,150,nein,ja,nein,ja,ja,"5 DZ  (Betthöhe 55 cm) mit 93 cm Türbreite, berollbarer Dusche, Duschsitz, rechtsanfahrbarem WC (s.Maße); beidseitig anfahrbares WC im UG, Blindenführhund erlaubt, kein Telefon im Zimmer",,,,,,,
Gastwirtschaft,nh Hotel Leipzig Messe,vollständig,nein,ja,teilweise,Fuggerstr. 2,4158,Leipzig,durchgehend,12.3907701,51.4027569,ja,ja,0,ja,4,Tiefgarage,nein,0,0,nein,nein,nein,nein,,nein,150,20,120,nein,nein,nein,ja,rechts von der Eingangstür,ja,120,93,ja,nein,nein,nein,nein,nein,nein,ja,0,90,nein,89,209,90,90,,ja,ja,nein,0,0,nein,nein,nein,82,ja,nein,70,145,156,51,84,47,21,nein,ja,nein,ja,ja,"Tiefgaragenparkplätze können gemietet werden;
Brandschutztür von/zur Tiefgarage und Rampe (13%) in der Tiefgarage;
Blindenführhund erlaubt;
zwei DZ für Behinderte (WC-Angaben) mit befahrbarer Dusche mit Sitz;
Pflegedienst auf Anfrage",,,,,,,
Gastwirtschaft,RAMADA Hotel Leipzig,vollständig,nein,ja,nein,Schongauerstr. 39,4329,Leipzig - Paunsdorf,durchgehend,12.4682288,51.3501841,ja,nein,0,ja,2,,nein,0,0,nein,nein,nein,nein,,nein,0,0,0,nein,nein,nein,nein,,nein,0,135,ja,nein,nein,nein,nein,nein,nein,ja,0,100,nein,100,200,120,100,,ja,ja,nein,0,0,nein,nein,nein,93,ja,nein,0,73,140,70,30,73,30,nein,nein,nein,ja,ja,"3 Einbettzimmer für Rollstuhlfahrer,
Toilettenstützgriffe nicht klappbar (s. WC-Angaben)
Separater Nichtraucherbereich und Speisekarte in Großschrift; Beh.-WC im Rest.-Bereich (Tür 95, li 90, davor 100 x 73, li Strickleiter - unterer Holm in 106 cm H)",,,,,,,
Gastwirtschaft,Ramada Hotel Leipzig City Center,vollständig,nein,ja,teilweise,"Gutenbergplatz 1-5, Eingang Gutenbergplatz 1B",4103,Leipzig,durchgängig,12393,51.33582,ja,ja,2,ja,0,Tiefgarage,nein,0,0,nein,nein,nein,nein,,nein,0,0,0,nein,nein,nein,ja,neben Eingangstür,ja,110,140,ja,nein,nein,nein,nein,nein,nein,ja,0,90,nein,100,190,95,102,,ja,ja,nein,0,0,nein,nein,nein,93,ja,ja,110,150,250,53,153,53,63,nein,ja,nein,nein,ja,"4 Zimmer für Rollstuhlfahrer vorgesehen, davon je 2 Zimmer mit links- und 2 Zimmer mit rechtsanfahrbarer Toilette (siehe WC-Angaben), Dusche mit Duschsitz",,,,,,,
Gastwirtschaft,Seaside Park Hotel Leipzig,teilweise,ja,nein,vollständig,Richard-Wagner-Str. 7,4109,Leipzig,durchgehend,12.3784542,51.343344,ja,nein,0,ja,0,Parkhaus,nein,0,0,nein,nein,nein,ja,links neben Haupteingang,ja,160,18,120,nein,nein,nein,ja,am Haupteingang,ja,75,120,nein,nein,nein,nein,ja,ja,nein,ja,0,90,nein,110,140,77,80,,ja,ja,nein,0,0,nein,nein,nein,90,ja,ja,20,300,220,50,104,50,94,nein,ja,nein,ja,ja,"ein Nichtraucher- und ein Raucher-Doppel-Bett-Zimmer jeweils mit beidseitig anfahrbarem WC und Klapp-Haltegriffen; Speisekarte in Großschrift  sowie
separater Nichtraucherbereich;",,,,,,,
Gastwirtschaft,Hostel Central Globetrotter,nein,nein,nein,nein,Kurt-Schumacher-Str. 41,4105,Leipzig,durchgängig,12.3776813,51.3479135,nein,nein,0,nein,0,,ja,27,15,ja,ja,nein,nein,,nein,0,0,0,nein,nein,nein,ja,an der Eingangstür,nein,0,70,nein,nein,nein,nein,ja,nein,nein,nein,0,0,nein,0,0,0,0,,ja,nein,ja,22,15,ja,ja,nein,60,ja,nein,0,82,81,58,21,58,24,nein,ja,nein,nein,ja,"Türe auf 130 cm öffenbar;
Gäste im Rollstuhl können evtl getragen werden;
Blindenführhunde können nach Absprache mitgeführt werden",,,,,,,
Gastwirtschaft,Jugendherberge Leipzig Centrum,vollständig,ja,nein,teilweise,Volksgartenstr. 24,4347,Leipzig,durchgehend,12.4193259,51.3540878,ja,ja,0,ja,0,,nein,0,0,nein,nein,nein,ja,,ja,400,18,115,ja,ja,nein,nein,,nein,0,96,nein,nein,nein,nein,ja,nein,nein,ja,0,90,nein,110,250,90,106,,ja,ja,nein,0,0,nein,nein,nein,93,ja,ja,0,300,400,70,82,70,165,nein,ja,nein,ja,ja,"2 Zimmer mit einem Doppelstockbett und 4 Zimmer mit je 2 Doppelstockbetten für Behinderte;
Blindenführhunde können mitgebracht werden; 
Radio oder TV nicht in den Zimmern;
befahrbare Gemeinschaftsdusche mit Duschhocker aber ohne Handbrause;",,,,,,,
Gastwirtschaft,Kulkwitzer See Erholungsgebiet,vollständig,nein,nein,teilweise,Seestr. 1,4207,Leipzig,Rezeption vom 10. Mai bis 10. Oktober geöffnet,12.2547264,51.3170674,ja,ja,0,ja,0,,nein,0,0,nein,nein,nein,nein,,nein,0,0,0,nein,nein,nein,nein,,nein,0,100,nein,nein,nein,nein,nein,nein,nein,nein,0,0,nein,0,0,0,0,,ja,ja,ja,1,25,nein,nein,nein,85,ja,nein,0,120,195,70,80,70,75,nein,ja,nein,nein,nein,"Die mit Piktogramm als Behindertentoilette gekennzeichneten WCs befinden sich im Bereich des bewachten Badestrandes, unmittelbar am Wasserrettungsturm. Beide B-WC sind über je eine hohe Stufe (25 cm) zu erreichen; 
Toiletten  mit Euro-Schlüssel",,,,,,,
Gesundheit,Adler - Apotheke,vollständig,nein,nein,nein,Hainstr. 9,4109,Leipzig,"Mo - Fr  8.00 - 19.30 Uhr
Sa 9 - 17 Uhr",12.3735802,51.3417533,nein,nein,0,nein,0,,nein,0,0,nein,nein,nein,nein,,nein,0,0,0,nein,nein,nein,ja,links neben dem Eingang,ja,145,100,ja,nein,nein,nein,nein,nein,nein,nein,0,0,nein,0,0,0,0,,nein,nein,ja,0,0,nein,nein,nein,0,nein,nein,0,0,0,0,0,0,0,nein,nein,nein,nein,ja,Hilfe durch Apothekenpersonal möglich.,,,,,,,
